isin,fund_name,category,fund_type,risk_rating,performance_rating,investment_strategy,dividend_frequency,roe,asset_stock,asset_bond,country_exposure,ongoing_cost,management_fees,nav_per_share_currency,nav_per_share,latest_nav_date,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_trailing_return_10years,long_term_projected_earnings_growth,historical_earnings_growth
LU0274221281,Xtrackers Switzerland UCITS ETF 1D,Switzerland Equity,equity,3.0,2.0,"The aim is for the investment to reflect the performance of the Solactive Swiss Large Cap Index (NTR) (Index) which is designed to reflect the performance of shares of the 20 largest companies domiciled and listed in Switzerland. The companies represented in the Index are selected on the basis of the combined value of their shares as compared to other companies on the stock exchange. The largest company can make up no more than 32.5% of the Index and all other companies cannot exceed 17.5% of the Index. The Index is calculated on a total return net basis which means that all dividends and distributions by the companies are reinvested in the shares after tax. The Fund will attempt to replicate the Index by buying all (or, on an exceptional basis, a substantial number of) the shares in the Index in the same proportion as they have in the Index.",Annually,24.04,100.0,0.0,CHE: 100.0,0.33495,0.2,EUR,103.06,2020-11-13,6.5,10.16,11.4,10.22,6.78,8.13
DE000A0F5UF5,iShares NASDAQ-100® UCITS ETF (DE),US Large-Cap Growth Equity,equity,4.0,5.0,"iShares NASDAQ-100 (DE) is an exchange traded fund (ETF) that aims to track the performance of the NASDAQ-100 Index as closely as possible. The ETF invests in physical index securities. The NASDAQ-100 Index offers exposure to 100 of the largest non-financial companies listed on the Nasdaq Stock Market. The index is weighted by modified market capitalisation. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,31.39,99.89,0.0,"USA: 96.9, CHN: 2.07, BRA: 0.54, NLD: 0.26, ISR: 0.14, GBR: 0.1",0.31,0.0,EUR,97.65,2020-11-13,35.96,23.66,25.22,21.7,13.02,10.0
IE0008471009,iShares EURO STOXX 50 UCITS ETF EUR (Dist),Eurozone Large-Cap Equity,equity,4.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the EURO STOXX? 50 Index as closely as possible. The ETF invests in physical index securities. The EURO STOXX? 50 Index offers exposure to 50 of the largest stocks in the Euro zone. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,10.54,99.63,0.0,"FRA: 34.63, DEU: 27.2, NLD: 17.85, ESP: 6.28, GBR: 4.73, ITA: 4.51, BEL: 1.87, FIN: 1.87, USA: 1.06",0.1,0.0,CHF,37.53,2020-11-13,-1.39,2.15,8.93,6.02,11.05,-2.63
IE0008471009,iShares EURO STOXX 50 UCITS ETF EUR (Dist),Eurozone Large-Cap Equity,equity,4.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the EURO STOXX? 50 Index as closely as possible. The ETF invests in physical index securities. The EURO STOXX? 50 Index offers exposure to 50 of the largest stocks in the Euro zone. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,10.54,99.63,0.0,"FRA: 34.63, DEU: 27.2, NLD: 17.85, ESP: 6.28, GBR: 4.73, ITA: 4.51, BEL: 1.87, FIN: 1.87, USA: 1.06",0.1,0.0,GBX,3128.25,2020-11-13,-0.58,2.03,8.84,6.02,11.05,-2.63
GB00B15KY989,WisdomTree Broad Commodities,Commodities - Broad Basket,equity,3.14,3.18,"WisdomTree All Commodities (1684) is designed to enable investors to gain an exposure to a total return investment in a basket of commodity futures by tracking the Bloomberg Commodity IndexSM plus a collateral return. 1684 is an Exchange Traded Commodity (""ETC"") that can be created and redeemed on demand (by Authorised Participants). It trades on exchanges just like an equity and its pricing and tracking operates similarly to an Exchange Traded Fund. The ETC is backed by contracts (fully funded swaps) with counterparties whose payment obligations are backed by collateral which is marked to market daily. The collateral is held in pledge accounts at The Bank of New York Mellon.",Acc,-10.9,67.87,0.0,"CAN: 45.26, USA: 31.96, IND: 5.9, CHN: 5.37, PHL: 5.0, DNK: 4.07, THA: 2.44",0.99,0.49,EUR,6.46,2020-11-13,-8.19,-4.86,1.03,-5.12,6.02,21.25
LU0136240974,UBS ETF - MSCI Japan UCITS ETF (JPY) A-dis,Japan Large-Cap Equity,equity,2.0,3.0,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Annually,8.75,99.63,0.0,JPN: 100.0,0.22,0.19,CHF,45.57,2020-11-13,6.91,4.32,9.85,8.22,9.43,-3.99
LU0136234654,UBS ETF - MSCI USA UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,3.0,4.0,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI USA Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Annually,25.13,99.62,0.0,"USA: 98.55, GBR: 0.57, CHE: 0.33, CHN: 0.21, BRA: 0.18, CAN: 0.1, SGP: 0.04, SWE: 0.02",0.14,0.14,CHF,318.6,2020-11-13,13.14,13.4,16.94,15.35,9.36,10.8
LU0274211217,Xtrackers Euro Stoxx 50 UCITS ETF 1D,Eurozone Large-Cap Equity,equity,4.0,3.0,"The aim is for the investment to reflect the performance of the Euro STOXX 50 { {}} Index (Index) which is designed to reflect the performance of the shares of 50 of the largest companies in certain industry sectors in the Eurozone. The companies are selected on the basis that they have the largest combined value of readily available shares compared to other companies. A company's weighting in the Index depends on its relative size but cannot exceed 10% of the Index at each quarterly review date. The Index is calculated on a total return net basis which means that all dividends and distributions by the companies are reinvested in the shares after tax. The Index is reviewed and rebalanced on at least a quarterly basis. To achieve the aim, the Fund will attempt to replicate the Index by buying all (or, on an exceptional basis, a substantial number of) the shares in the Index in the same proportion as they have in the Index.",Annually,10.54,100.0,0.0,"FRA: 34.63, DEU: 27.2, NLD: 17.85, ESP: 6.28, GBR: 4.73, ITA: 4.51, BEL: 1.87, FIN: 1.87, USA: 1.06",0.10159,0.01,GBX,3253.0,2020-11-13,-0.54,1.97,8.75,6.01,11.04,-2.63
LU0292095535,Xtrackers Euro Stoxx Quality Dividend UCITS ETF ID,Eurozone Large-Cap Equity,equity,2.0,3.0,"The aim is for the investment to reflect the performance of the Euro STOXX QUALITY DIVIDEND 50 Index (the ""reference index"") which is designed to reflect the performance of the 50 high quality, high dividend-paying and low volatility equities selected from the universe of the Euro STOXX Index. To achieve the aim, the Sub-Fund will attempt to replicate the reference index by buying all (or, on an exceptional basis, a substantial number of) the constituents of the reference index in the same proportion as the reference index as determined by the Investment Manager and Sub-Portfolio Manager.",Annually,12.51,100.0,0.0,"DEU: 31.27, FRA: 16.81, ESP: 16.74, NLD: 11.81, ITA: 11.5, FIN: 7.68, BEL: 2.63, AUT: 0.79, PRT: 0.76",0.32554,0.2,GBX,1678.0,2020-11-13,-5.5,-2.03,8.24,5.19,6.37,-1.02
LU0328474803,Xtrackers S&P ASX 200 UCITS ETF 1D,Australia & New Zealand Equity,equity,3.0,4.0,"The aim is for the investment to reflect the performance of the S&P/ASX 200 TR Index (Index) which is designed to reflect the performance of shares of the 200 largest companies listed on the Australian Securities Exchange. Companies are selected based on their size and the volume of trading in their shares. A companys weighting in the Index depends on its relative size based on the combined value of a companys readily available shares as compared to other companies. The composition of the Index is reviewed every quarter. The Index is calculated on a gross total return basis which means that all dividends and distributions by the companies are reinvested in the shares. To achieve the aim, the Fund will attempt to replicate the Index by buying all (or, on an exceptional basis, a substantial number of) the shares in the Index in the same proportion as they have in the Index as determined by the Sub-Portfolio Manager of the Fund which is Deutsche Asset Management (UK) Limited.",Annually,12.3,100.0,0.0,"AUS: 95.73, NZL: 2.12, USA: 0.94, CHE: 0.79, PNG: 0.29, GBR: 0.09, FRA: 0.04",0.51274,0.3,GBX,2941.5,2020-11-13,2.15,3.71,12.34,5.96,6.71,-8.36
LU0328474803,Xtrackers S&P ASX 200 UCITS ETF 1D,Australia & New Zealand Equity,equity,3.0,4.0,"The aim is for the investment to reflect the performance of the S&P/ASX 200 TR Index (Index) which is designed to reflect the performance of shares of the 200 largest companies listed on the Australian Securities Exchange. Companies are selected based on their size and the volume of trading in their shares. A companys weighting in the Index depends on its relative size based on the combined value of a companys readily available shares as compared to other companies. The composition of the Index is reviewed every quarter. The Index is calculated on a gross total return basis which means that all dividends and distributions by the companies are reinvested in the shares. To achieve the aim, the Fund will attempt to replicate the Index by buying all (or, on an exceptional basis, a substantial number of) the shares in the Index in the same proportion as they have in the Index as determined by the Sub-Portfolio Manager of the Fund which is Deutsche Asset Management (UK) Limited.",Annually,12.3,100.0,0.0,"AUS: 95.73, NZL: 2.12, USA: 0.94, CHE: 0.79, PNG: 0.29, GBR: 0.09, FRA: 0.04",0.51274,0.3,EUR,32.74,2020-11-13,0.65,3.69,12.3,5.97,6.71,-8.36
IE00B1FZS244,iShares Asia Property Yield UCITS ETF USD (Dist),Property - Indirect Asia,equity,3.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the FTSE EPRA/NAREIT Developed Asia Dividend+ Index as closely as possible. The ETF invests in physical index securities. The FTSE EPRA/NAREIT Developed Asia Dividend+ Index offers exposure to listed real estate companies and Real Estate Investment Trusts (REITS) from developed Asian countries, which have a one-year forecast dividend yield of 2% or greater. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,2.85,99.09,0.0,"JPN: 40.96, HKG: 25.53, SGP: 16.22, AUS: 15.92, NZL: 1.37",0.59,0.0,GBX,1897.75,2020-11-13,-13.04,0.62,8.51,5.46,3.35,-15.47
IE00B0M62Y33,iShares AEX UCITS ETF EUR (Dist),Netherlands Equity,equity,3.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the AEX-Index? as closely as possible. The ETF invests in physical index securities. The AEX-Index? offers exposure to the 25 most traded stocks which are listed on NYSE Euronext Amsterdam. The index is weighted by modified free float market capitalisation. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,18.62,99.39,0.0,"NLD: 79.91, GBR: 16.79, USA: 1.46, FRA: 1.11, BEL: 0.73",0.3,0.0,GBX,5369.0,2020-11-13,5.99,6.02,13.91,9.18,9.58,1.47
IE0008470928,iShares STOXX Europe 50 UCITS ETF EUR (Dist),Europe Large-Cap Blend Equity,equity,2.0,3.0,"The fund is an exchange traded fund (ETF) that aims to track the performance of the STOXX? Europe 50 Index as closely as possible. The ETF invests in physical index securities. The STOXX? Europe 50 Index offers exposure to 50 of the largest stocks from European developed countries, measured and weighted by free float market capitalisation. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Quarterly,16.8,99.62,0.0,"GBR: 27.85, CHE: 21.63, FRA: 19.78, DEU: 13.9, NLD: 8.57, DNK: 2.63, ITA: 2.57, ESP: 1.79, BEL: 1.28",0.35,0.0,GBX,2785.5,2020-11-13,-2.92,2.19,7.63,5.7,8.98,-3.93
IE00B02KXM00,iShares EURO STOXX Small UCITS ETF EUR (Dist),Eurozone Mid-Cap Equity,equity,2.0,4.0,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the EURO STOXX Small Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consist of the component securities of the EURO STOXX Small Index, this Funds Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Quarterly,8.69,99.15,0.0,"FRA: 25.08, DEU: 20.53, BEL: 10.31, NLD: 9.45, ITA: 9.27, ESP: 6.59, AUT: 6.52, FIN: 5.79, PRT: 1.41, LUX: 1.27, RUS: 1.09, GBR: 0.99, IRL: 0.89, USA: 0.8",0.4,0.0,GBX,3372.0,2020-11-13,7.58,5.04,12.12,7.64,8.1,3.57
